,id,description
426,oth455_customer_n2v_p10_q200_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
430,oth455_customer_n2v_p10_q200_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
434,oth455_customer_n2v_p10_q200_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
441,oth455_customer_n2v_p10_q200_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
445,oth455_customer_n2v_p10_q200_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
449,oth455_customer_n2v_p10_q200_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
456,oth455_customer_n2v_p10_q50_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
460,oth455_customer_n2v_p10_q50_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
464,oth455_customer_n2v_p10_q50_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
471,oth455_customer_n2v_p10_q50_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
475,oth455_customer_n2v_p10_q50_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
479,oth455_customer_n2v_p10_q50_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
486,oth455_customer_n2v_p10_q50_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
490,oth455_customer_n2v_p10_q50_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
494,oth455_customer_n2v_p10_q50_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
501,oth455_customer_n2v_p10_q50_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
505,oth455_customer_n2v_p10_q50_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
509,oth455_customer_n2v_p10_q50_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
516,oth455_customer_n2v_p10_q50_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
520,oth455_customer_n2v_p10_q50_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
524,oth455_customer_n2v_p10_q50_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
531,oth455_customer_n2v_p50_q200_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
535,oth455_customer_n2v_p50_q200_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
539,oth455_customer_n2v_p50_q200_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
546,oth455_customer_n2v_p50_q200_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
550,oth455_customer_n2v_p50_q200_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
554,oth455_customer_n2v_p50_q200_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
561,oth455_customer_n2v_p50_q200_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
565,oth455_customer_n2v_p50_q200_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
569,oth455_customer_n2v_p50_q200_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
576,oth455_customer_n2v_p50_q200_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
580,oth455_customer_n2v_p50_q200_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
584,oth455_customer_n2v_p50_q200_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
591,oth455_customer_n2v_p50_q200_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
595,oth455_customer_n2v_p50_q200_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
599,oth455_customer_n2v_p50_q200_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
606,oth455_customer_n2v_p50_q50_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
610,oth455_customer_n2v_p50_q50_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
614,oth455_customer_n2v_p50_q50_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
621,oth455_customer_n2v_p50_q50_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
625,oth455_customer_n2v_p50_q50_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
629,oth455_customer_n2v_p50_q50_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
636,oth455_customer_n2v_p50_q50_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
640,oth455_customer_n2v_p50_q50_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
644,oth455_customer_n2v_p50_q50_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
651,oth455_customer_n2v_p50_q50_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
655,oth455_customer_n2v_p50_q50_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
659,oth455_customer_n2v_p50_q50_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
666,oth455_customer_n2v_p50_q50_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with customer data."
670,oth455_customer_n2v_p50_q50_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with customer data."
674,oth455_customer_n2v_p50_q50_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with customer data."
681,oth455_customer_roam_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with customer data."
685,oth455_customer_roam_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with customer data."
689,oth455_customer_roam_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with customer data."
696,oth455_customer_roam_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with customer data."
700,oth455_customer_roam_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with customer data."
704,oth455_customer_roam_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with customer data."
711,oth455_customer_roam_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with customer data."
715,oth455_customer_roam_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with customer data."
719,oth455_customer_roam_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with customer data."
726,oth455_customer_roam_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with customer data."
730,oth455_customer_roam_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with customer data."
734,oth455_customer_roam_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with customer data."
741,oth455_customer_roam_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with customer data."
745,oth455_customer_roam_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with customer data."
749,oth455_customer_roam_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with customer data."
756,oth455_partner_n2v_p10_q200_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
760,oth455_partner_n2v_p10_q200_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
764,oth455_partner_n2v_p10_q200_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
771,oth455_partner_n2v_p10_q200_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
775,oth455_partner_n2v_p10_q200_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
779,oth455_partner_n2v_p10_q200_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
786,oth455_partner_n2v_p10_q200_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
790,oth455_partner_n2v_p10_q200_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
794,oth455_partner_n2v_p10_q200_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
801,oth455_partner_n2v_p10_q200_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
805,oth455_partner_n2v_p10_q200_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
809,oth455_partner_n2v_p10_q200_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
816,oth455_partner_n2v_p10_q200_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
820,oth455_partner_n2v_p10_q200_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
824,oth455_partner_n2v_p10_q200_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
831,oth455_partner_n2v_p10_q50_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
835,oth455_partner_n2v_p10_q50_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
839,oth455_partner_n2v_p10_q50_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
846,oth455_partner_n2v_p10_q50_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
850,oth455_partner_n2v_p10_q50_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
854,oth455_partner_n2v_p10_q50_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
861,oth455_partner_n2v_p10_q50_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
865,oth455_partner_n2v_p10_q50_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
869,oth455_partner_n2v_p10_q50_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
876,oth455_partner_n2v_p10_q50_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
880,oth455_partner_n2v_p10_q50_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
884,oth455_partner_n2v_p10_q50_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
891,oth455_partner_n2v_p10_q50_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
895,oth455_partner_n2v_p10_q50_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
899,oth455_partner_n2v_p10_q50_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
906,oth455_partner_n2v_p50_q200_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
910,oth455_partner_n2v_p50_q200_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
914,oth455_partner_n2v_p50_q200_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
921,oth455_partner_n2v_p50_q200_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
925,oth455_partner_n2v_p50_q200_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
929,oth455_partner_n2v_p50_q200_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
936,oth455_partner_n2v_p50_q200_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
940,oth455_partner_n2v_p50_q200_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
944,oth455_partner_n2v_p50_q200_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
951,oth455_partner_n2v_p50_q200_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
955,oth455_partner_n2v_p50_q200_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
959,oth455_partner_n2v_p50_q200_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
966,oth455_partner_n2v_p50_q200_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
970,oth455_partner_n2v_p50_q200_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
974,oth455_partner_n2v_p50_q200_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
981,oth455_partner_n2v_p50_q50_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
985,oth455_partner_n2v_p50_q50_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
989,oth455_partner_n2v_p50_q50_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
996,oth455_partner_n2v_p50_q50_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
1000,oth455_partner_n2v_p50_q50_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
1004,oth455_partner_n2v_p50_q50_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
1011,oth455_partner_n2v_p50_q50_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
1015,oth455_partner_n2v_p50_q50_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
1019,oth455_partner_n2v_p50_q50_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
1026,oth455_partner_n2v_p50_q50_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
1030,oth455_partner_n2v_p50_q50_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
1034,oth455_partner_n2v_p50_q50_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
1041,oth455_partner_n2v_p50_q50_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with partner data."
1045,oth455_partner_n2v_p50_q50_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with partner data."
1049,oth455_partner_n2v_p50_q50_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with partner data."
1056,oth455_partner_roam_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with partner data."
1060,oth455_partner_roam_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with partner data."
1064,oth455_partner_roam_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with partner data."
1071,oth455_partner_roam_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with partner data."
1075,oth455_partner_roam_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with partner data."
1079,oth455_partner_roam_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with partner data."
1086,oth455_partner_roam_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with partner data."
1090,oth455_partner_roam_w3_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with partner data."
1094,oth455_partner_roam_w3_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with partner data."
1101,oth455_partner_roam_w4_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with partner data."
1105,oth455_partner_roam_w4_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with partner data."
1109,oth455_partner_roam_w4_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with partner data."
1116,oth455_partner_roam_w5_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using ROAM with partner data."
1120,oth455_partner_roam_w5_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using ROAM with partner data."
1124,oth455_partner_roam_w5_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using ROAM with partner data."
1131,oth455_relation_n2v_p10_q200_w1_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with relation data."
1135,oth455_relation_n2v_p10_q200_w1_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with relation data."
1139,oth455_relation_n2v_p10_q200_w1_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with relation data."
1146,oth455_relation_n2v_p10_q200_w2_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with relation data."
1150,oth455_relation_n2v_p10_q200_w2_pca_fact2_value,"The 2nd eigenvalue of PCA, embedded using N2V with relation data."
1154,oth455_relation_n2v_p10_q200_w2_pca_fact3_value,"The 3rd eigenvalue of PCA, embedded using N2V with relation data."
1161,oth455_relation_n2v_p10_q200_w3_pca_fact1_value,"The 1st eigenvalue of PCA, embedded using N2V with relation data."
