,id,description
94,mdl211_delta_preq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 pre-tax profit
95,mdl211_delta_preq_q2_madp,Mean of absolute deviation of predicted values for Q2 pre-tax profit
96,mdl211_delta_preq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 pre-tax profit
97,mdl211_delta_preq_q2_predict,Predicted value of Q2 pre-tax profit
98,mdl211_delta_preq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 pre-tax profit
99,mdl211_delta_preq_q3_madp,Mean of absolute deviation of predicted values for Q3 pre-tax profit
100,mdl211_delta_preq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 pre-tax profit
101,mdl211_delta_preq_q3_predict,Predicted value of Q3 pre-tax profit
102,mdl211_delta_preq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 pre-tax profit
103,mdl211_delta_preq_q4_madp,Mean of absolute deviation of predicted values for Q4 pre-tax profit
104,mdl211_delta_preq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 pre-tax profit
105,mdl211_delta_preq_q4_predict,Predicted value of Q4 pre-tax profit
106,mdl211_delta_prey_y1_mada,Mean of absolute deviation of scaled actual values for annual pre-tax profit
107,mdl211_delta_prey_y1_madp,Mean of absolute deviation of predicted values for annual pre-tax profit
108,mdl211_delta_prey_y1_mae,Mean of absolute error of the model of a particular stock for annual pre-tax profit
109,mdl211_delta_prey_y1_predict,Predicted value of annual pre-tax profit
110,mdl211_delta_salq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 sales
111,mdl211_delta_salq_q1_madp,Mean of absolute deviation of predicted values for Q1 sales
112,mdl211_delta_salq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 sales
113,mdl211_delta_salq_q1_predict,Predicted value of Q1 sales
114,mdl211_delta_salq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 sales
115,mdl211_delta_salq_q2_madp,Mean of absolute deviation of predicted values for Q2 sales
116,mdl211_delta_salq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 sales
117,mdl211_delta_salq_q2_predict,Predicted value of Q2 sales
118,mdl211_delta_salq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 sales
119,mdl211_delta_salq_q3_madp,Mean of absolute deviation of predicted values for Q3 sales
120,mdl211_delta_salq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 sales
121,mdl211_delta_salq_q3_predict,Predicted value of Q3 sales
122,mdl211_delta_salq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 sales
123,mdl211_delta_salq_q4_madp,Mean of absolute deviation of predicted values for Q4 sales
124,mdl211_delta_salq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 sales
125,mdl211_delta_salq_q4_predict,Predicted value of Q4 sales
126,mdl211_delta_saly_y1_mada,Mean of absolute deviation of scaled actual values for annual sales
127,mdl211_delta_saly_y1_madp,Mean of absolute deviation of predicted values for annual sales
128,mdl211_delta_saly_y1_mae,Mean of absolute error of the model of a particular stock for annual sales
129,mdl211_delta_saly_y1_predict,Predicted value of annual sales
130,mdl211_ebtq_deltaprofitability_profitability1,profitability measure type 1 based on delta of Q ebitda
131,mdl211_ebtq_deltaprofitability_profitability10,profitability measure type 10 based on delta of Q ebitda
132,mdl211_ebtq_deltaprofitability_profitability11,profitability measure type 11 based on delta of Q ebitda
133,mdl211_ebtq_deltaprofitability_profitability12,profitability measure type 12 based on delta of Q ebitda
134,mdl211_ebtq_deltaprofitability_profitability2,profitability measure type 2 based on delta of Q ebitda
135,mdl211_ebtq_deltaprofitability_profitability3,profitability measure type 3 based on delta of Q ebitda
136,mdl211_ebtq_deltaprofitability_profitability4,profitability measure type 4 based on delta of Q ebitda
137,mdl211_ebtq_deltaprofitability_profitability5,profitability measure type 5 based on delta of Q ebitda
138,mdl211_ebtq_deltaprofitability_profitability6,profitability measure type 6 based on delta of Q ebitda
139,mdl211_ebtq_deltaprofitability_profitability7,profitability measure type 7 based on delta of Q ebitda
140,mdl211_ebtq_deltaprofitability_profitability8,profitability measure type 8 based on delta of Q ebitda
141,mdl211_ebtq_deltaprofitability_profitability9,profitability measure type 9 based on delta of Q ebitda
142,mdl211_ebtq_profitability_profitability1,profitability measure type 1 based on value of Q ebitda
143,mdl211_ebtq_profitability_profitability10,profitability measure type 10 based on value of Q ebitda
144,mdl211_ebtq_profitability_profitability11,profitability measure type 11 based on value of Q ebitda
145,mdl211_ebtq_profitability_profitability12,profitability measure type 12 based on value of Q ebitda
146,mdl211_ebtq_profitability_profitability2,profitability measure type 2 based on value of Q ebitda
147,mdl211_ebtq_profitability_profitability3,profitability measure type 3 based on value of Q ebitda
148,mdl211_ebtq_profitability_profitability4,profitability measure type 4 based on value of Q ebitda
149,mdl211_ebtq_profitability_profitability5,profitability measure type 5 based on value of Q ebitda
150,mdl211_ebtq_profitability_profitability6,profitability measure type 6 based on value of Q ebitda
151,mdl211_ebtq_profitability_profitability7,profitability measure type 7 based on value of Q ebitda
152,mdl211_ebtq_profitability_profitability8,profitability measure type 8 based on value of Q ebitda
153,mdl211_ebtq_profitability_profitability9,profitability measure type 9 based on value of Q ebitda
154,mdl211_ebtq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 ebitda
155,mdl211_ebtq_q1_madp,Mean of absolute deviation of predicted values for Q1 ebitda
156,mdl211_ebtq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 ebitda
157,mdl211_ebtq_q1_predict,Predicted value of Q1 ebitda
158,mdl211_ebtq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 ebitda
159,mdl211_ebtq_q2_madp,Mean of absolute deviation of predicted values for Q2 ebitda
160,mdl211_ebtq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 ebitda
161,mdl211_ebtq_q2_predict,Predicted value of Q2 ebitda
162,mdl211_ebtq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 ebitda
163,mdl211_ebtq_q3_madp,Mean of absolute deviation of predicted values for Q3 ebitda
164,mdl211_ebtq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 ebitda
165,mdl211_ebtq_q3_predict,Predicted value of Q3 ebitda
166,mdl211_ebtq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 ebitda
167,mdl211_ebtq_q4_madp,Mean of absolute deviation of predicted values for Q4 ebitda
168,mdl211_ebtq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 ebitda
169,mdl211_ebtq_q4_predict,Predicted value of Q4 ebitda
170,mdl211_ebty_deltaprofitability_profitability1,profitability measure type 1 based on delta of annual ebitda
171,mdl211_ebty_deltaprofitability_profitability10,profitability measure type 10 based on delta of annual ebitda
172,mdl211_ebty_deltaprofitability_profitability11,profitability measure type 11 based on delta of annual ebitda
173,mdl211_ebty_deltaprofitability_profitability12,profitability measure type 12 based on delta of annual ebitda
174,mdl211_ebty_deltaprofitability_profitability2,profitability measure type 2 based on delta of annual ebitda
175,mdl211_ebty_deltaprofitability_profitability3,profitability measure type 3 based on delta of annual ebitda
176,mdl211_ebty_deltaprofitability_profitability4,profitability measure type 4 based on delta of annual ebitda
177,mdl211_ebty_deltaprofitability_profitability5,profitability measure type 5 based on delta of annual ebitda
178,mdl211_ebty_deltaprofitability_profitability6,profitability measure type 6 based on delta of annual ebitda
179,mdl211_ebty_deltaprofitability_profitability7,profitability measure type 7 based on delta of annual ebitda
180,mdl211_ebty_deltaprofitability_profitability8,profitability measure type 8 based on delta of annual ebitda
181,mdl211_ebty_deltaprofitability_profitability9,profitability measure type 9 based on delta of annual ebitda
182,mdl211_ebty_profitability_profitability1,profitability measure type 1 based on value of annual ebitda
183,mdl211_ebty_profitability_profitability10,profitability measure type 10 based on value of annual ebitda
184,mdl211_ebty_profitability_profitability11,profitability measure type 11 based on value of annual ebitda
185,mdl211_ebty_profitability_profitability12,profitability measure type 12 based on value of annual ebitda
186,mdl211_ebty_profitability_profitability2,profitability measure type 2 based on value of annual ebitda
187,mdl211_ebty_profitability_profitability3,profitability measure type 3 based on value of annual ebitda
188,mdl211_ebty_profitability_profitability4,profitability measure type 4 based on value of annual ebitda
189,mdl211_ebty_profitability_profitability5,profitability measure type 5 based on value of annual ebitda
190,mdl211_ebty_profitability_profitability6,profitability measure type 6 based on value of annual ebitda
191,mdl211_ebty_profitability_profitability7,profitability measure type 7 based on value of annual ebitda
192,mdl211_ebty_profitability_profitability8,profitability measure type 8 based on value of annual ebitda
193,mdl211_ebty_profitability_profitability9,profitability measure type 9 based on value of annual ebitda
194,mdl211_ebty_y1_mada,Mean of absolute deviation of scaled actual values for annual ebitda
195,mdl211_ebty_y1_madp,Mean of absolute deviation of predicted values for annual ebitda
196,mdl211_ebty_y1_mae,Mean of absolute error of the model of a particular stock for annual ebitda
197,mdl211_ebty_y1_predict,Predicted value of annual ebitda
198,mdl211_epsq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 eps
199,mdl211_epsq_q1_madp,Mean of absolute deviation of predicted values for Q1 eps
200,mdl211_epsq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 eps
201,mdl211_epsq_q1_predict,Predicted value of Q1 eps
202,mdl211_epsq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 eps
203,mdl211_epsq_q2_madp,Mean of absolute deviation of predicted values for Q2 eps
204,mdl211_epsq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 eps
205,mdl211_epsq_q2_predict,Predicted value of Q2 eps
206,mdl211_epsq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 eps
207,mdl211_epsq_q3_madp,Mean of absolute deviation of predicted values for Q3 eps
208,mdl211_epsq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 eps
209,mdl211_epsq_q3_predict,Predicted value of Q3 eps
210,mdl211_epsq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 eps
211,mdl211_epsq_q4_madp,Mean of absolute deviation of predicted values for Q4 eps
212,mdl211_epsq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 eps
213,mdl211_epsq_q4_predict,Predicted value of Q4 eps
214,mdl211_epsy_y1_mada,Mean of absolute deviation of scaled actual values for annual eps
215,mdl211_epsy_y1_madp,Mean of absolute deviation of predicted values for annual eps
216,mdl211_epsy_y1_mae,Mean of absolute error of the model of a particular stock for annual eps
217,mdl211_epsy_y1_predict,Predicted value of annual eps
218,mdl211_gpsq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 eps(gaap)
219,mdl211_gpsq_q1_madp,Mean of absolute deviation of predicted values for Q1 eps(gaap)
220,mdl211_gpsq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 eps(gaap)
221,mdl211_gpsq_q1_predict,Predicted value of Q1 eps(gaap)
222,mdl211_gpsq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 eps(gaap)
223,mdl211_gpsq_q2_madp,Mean of absolute deviation of predicted values for Q2 eps(gaap)
224,mdl211_gpsq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 eps(gaap)
225,mdl211_gpsq_q2_predict,Predicted value of Q2 eps(gaap)
226,mdl211_gpsq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 eps(gaap)
227,mdl211_gpsq_q3_madp,Mean of absolute deviation of predicted values for Q3 eps(gaap)
228,mdl211_gpsq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 eps(gaap)
229,mdl211_gpsq_q3_predict,Predicted value of Q3 eps(gaap)
230,mdl211_gpsq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 eps(gaap)
231,mdl211_gpsq_q4_madp,Mean of absolute deviation of predicted values for Q4 eps(gaap)
232,mdl211_gpsq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 eps(gaap)
233,mdl211_gpsq_q4_predict,Predicted value of Q4 eps(gaap)
234,mdl211_gpsy_y1_mada,Mean of absolute deviation of scaled actual values for annual eps(gaap)
235,mdl211_gpsy_y1_madp,Mean of absolute deviation of predicted values for annual eps(gaap)
236,mdl211_gpsy_y1_mae,Mean of absolute error of the model of a particular stock for annual eps(gaap)
237,mdl211_gpsy_y1_predict,Predicted value of annual eps(gaap)
238,mdl211_netq_deltaprofitability_profitability1,profitability measure type 1 based on delta of Q net income
239,mdl211_netq_deltaprofitability_profitability10,profitability measure type 10 based on delta of Q net income
240,mdl211_netq_deltaprofitability_profitability11,profitability measure type 11 based on delta of Q net income
241,mdl211_netq_deltaprofitability_profitability12,profitability measure type 12 based on delta of Q net income
242,mdl211_netq_deltaprofitability_profitability2,profitability measure type 2 based on delta of Q net income
243,mdl211_netq_deltaprofitability_profitability3,profitability measure type 3 based on delta of Q net income
244,mdl211_netq_deltaprofitability_profitability4,profitability measure type 4 based on delta of Q net income
245,mdl211_netq_deltaprofitability_profitability5,profitability measure type 5 based on delta of Q net income
246,mdl211_netq_deltaprofitability_profitability6,profitability measure type 6 based on delta of Q net income
247,mdl211_netq_deltaprofitability_profitability7,profitability measure type 7 based on delta of Q net income
248,mdl211_netq_deltaprofitability_profitability8,profitability measure type 8 based on delta of Q net income
249,mdl211_netq_deltaprofitability_profitability9,profitability measure type 9 based on delta of Q net income
250,mdl211_netq_profitability_profitability1,profitability measure type 1 based on value of Q net income
251,mdl211_netq_profitability_profitability10,profitability measure type 10 based on value of Q net income
252,mdl211_netq_profitability_profitability11,profitability measure type 11 based on value of Q net income
253,mdl211_netq_profitability_profitability12,profitability measure type 12 based on value of Q net income
254,mdl211_netq_profitability_profitability2,profitability measure type 2 based on value of Q net income
255,mdl211_netq_profitability_profitability3,profitability measure type 3 based on value of Q net income
256,mdl211_netq_profitability_profitability4,profitability measure type 4 based on value of Q net income
257,mdl211_netq_profitability_profitability5,profitability measure type 5 based on value of Q net income
258,mdl211_netq_profitability_profitability6,profitability measure type 6 based on value of Q net income
259,mdl211_netq_profitability_profitability7,profitability measure type 7 based on value of Q net income
260,mdl211_netq_profitability_profitability8,profitability measure type 8 based on value of Q net income
261,mdl211_netq_profitability_profitability9,profitability measure type 9 based on value of Q net income
262,mdl211_netq_q1_mada,Mean of absolute deviation of scaled actual values for Q1 net income
263,mdl211_netq_q1_madp,Mean of absolute deviation of predicted values for Q1 net income
264,mdl211_netq_q1_mae,Mean of absolute error of the model of a particular stock for Q1 net income
265,mdl211_netq_q1_predict,Predicted value of Q1 net income
266,mdl211_netq_q2_mada,Mean of absolute deviation of scaled actual values for Q2 net income
267,mdl211_netq_q2_madp,Mean of absolute deviation of predicted values for Q2 net income
268,mdl211_netq_q2_mae,Mean of absolute error of the model of a particular stock for Q2 net income
269,mdl211_netq_q2_predict,Predicted value of Q2 net income
270,mdl211_netq_q3_mada,Mean of absolute deviation of scaled actual values for Q3 net income
271,mdl211_netq_q3_madp,Mean of absolute deviation of predicted values for Q3 net income
272,mdl211_netq_q3_mae,Mean of absolute error of the model of a particular stock for Q3 net income
273,mdl211_netq_q3_predict,Predicted value of Q3 net income
274,mdl211_netq_q4_mada,Mean of absolute deviation of scaled actual values for Q4 net income
275,mdl211_netq_q4_madp,Mean of absolute deviation of predicted values for Q4 net income
276,mdl211_netq_q4_mae,Mean of absolute error of the model of a particular stock for Q4 net income
277,mdl211_netq_q4_predict,Predicted value of Q4 net income
278,mdl211_nety_deltaprofitability_profitability1,profitability measure type 1 based on delta of annual net income
279,mdl211_nety_deltaprofitability_profitability10,profitability measure type 10 based on delta of annual net income
280,mdl211_nety_deltaprofitability_profitability11,profitability measure type 11 based on delta of annual net income
281,mdl211_nety_deltaprofitability_profitability12,profitability measure type 12 based on delta of annual net income
282,mdl211_nety_deltaprofitability_profitability2,profitability measure type 2 based on delta of annual net income
283,mdl211_nety_deltaprofitability_profitability3,profitability measure type 3 based on delta of annual net income
284,mdl211_nety_deltaprofitability_profitability4,profitability measure type 4 based on delta of annual net income
285,mdl211_nety_deltaprofitability_profitability5,profitability measure type 5 based on delta of annual net income
286,mdl211_nety_deltaprofitability_profitability6,profitability measure type 6 based on delta of annual net income
287,mdl211_nety_deltaprofitability_profitability7,profitability measure type 7 based on delta of annual net income
288,mdl211_nety_deltaprofitability_profitability8,profitability measure type 8 based on delta of annual net income
289,mdl211_nety_deltaprofitability_profitability9,profitability measure type 9 based on delta of annual net income
290,mdl211_nety_profitability_profitability1,profitability measure type 1 based on value of annual net income
291,mdl211_nety_profitability_profitability10,profitability measure type 10 based on value of annual net income
292,mdl211_nety_profitability_profitability11,profitability measure type 11 based on value of annual net income
293,mdl211_nety_profitability_profitability12,profitability measure type 12 based on value of annual net income
294,mdl211_nety_profitability_profitability2,profitability measure type 2 based on value of annual net income
295,mdl211_nety_profitability_profitability3,profitability measure type 3 based on value of annual net income
296,mdl211_nety_profitability_profitability4,profitability measure type 4 based on value of annual net income
297,mdl211_nety_profitability_profitability5,profitability measure type 5 based on value of annual net income
298,mdl211_nety_profitability_profitability6,profitability measure type 6 based on value of annual net income
299,mdl211_nety_profitability_profitability7,profitability measure type 7 based on value of annual net income
300,mdl211_nety_profitability_profitability8,profitability measure type 8 based on value of annual net income
301,mdl211_nety_profitability_profitability9,profitability measure type 9 based on value of annual net income
302,mdl211_nety_y1_mada,Mean of absolute deviation of scaled actual values for annual net income
303,mdl211_nety_y1_madp,Mean of absolute deviation of predicted values for annual net income
304,mdl211_nety_y1_mae,Mean of absolute error of the model of a particular stock for annual net income
305,mdl211_nety_y1_predict,Predicted value of annual net income
306,mdl211_oprq_deltaprofitability_profitability1,profitability measure type 1 based on delta of Q operating profit
307,mdl211_oprq_deltaprofitability_profitability10,profitability measure type 10 based on delta of Q operating profit
308,mdl211_oprq_deltaprofitability_profitability11,profitability measure type 11 based on delta of Q operating profit
309,mdl211_oprq_deltaprofitability_profitability12,profitability measure type 12 based on delta of Q operating profit
310,mdl211_oprq_deltaprofitability_profitability2,profitability measure type 2 based on delta of Q operating profit
311,mdl211_oprq_deltaprofitability_profitability3,profitability measure type 3 based on delta of Q operating profit
312,mdl211_oprq_deltaprofitability_profitability4,profitability measure type 4 based on delta of Q operating profit
313,mdl211_oprq_deltaprofitability_profitability5,profitability measure type 5 based on delta of Q operating profit
314,mdl211_oprq_deltaprofitability_profitability6,profitability measure type 6 based on delta of Q operating profit
315,mdl211_oprq_deltaprofitability_profitability7,profitability measure type 7 based on delta of Q operating profit
316,mdl211_oprq_deltaprofitability_profitability8,profitability measure type 8 based on delta of Q operating profit
317,mdl211_oprq_deltaprofitability_profitability9,profitability measure type 9 based on delta of Q operating profit
318,mdl211_oprq_profitability_profitability1,profitability measure type 1 based on value of Q operating profit
319,mdl211_oprq_profitability_profitability10,profitability measure type 10 based on value of Q operating profit
320,mdl211_oprq_profitability_profitability11,profitability measure type 11 based on value of Q operating profit
321,mdl211_oprq_profitability_profitability12,profitability measure type 12 based on value of Q operating profit
322,mdl211_oprq_profitability_profitability2,profitability measure type 2 based on value of Q operating profit
323,mdl211_oprq_profitability_profitability3,profitability measure type 3 based on value of Q operating profit
324,mdl211_oprq_profitability_profitability4,profitability measure type 4 based on value of Q operating profit
325,mdl211_oprq_profitability_profitability5,profitability measure type 5 based on value of Q operating profit
326,mdl211_oprq_profitability_profitability6,profitability measure type 6 based on value of Q operating profit
327,mdl211_oprq_profitability_profitability7,profitability measure type 7 based on value of Q operating profit
328,mdl211_oprq_profitability_profitability8,profitability measure type 8 based on value of Q operating profit
329,mdl211_oprq_profitability_profitability9,profitability measure type 9 based on value of Q operating profit
330,mdl211_oprq_q1_madp,Mean of absolute deviation of predicted values for Q1 operating profit
331,mdl211_oprq_q1_predict,Predicted value of Q1 operating profit
332,mdl211_oprq_q2_madp,Mean of absolute deviation of predicted values for Q2 operating profit
333,mdl211_oprq_q2_predict,Predicted value of Q2 operating profit
334,mdl211_oprq_q3_madp,Mean of absolute deviation of predicted values for Q3 operating profit
335,mdl211_oprq_q3_predict,Predicted value of Q3 operating profit
336,mdl211_oprq_q4_madp,Mean of absolute deviation of predicted values for Q4 operating profit
